1.973638	0.015779
1.974158	0.015604
1.974694	0.015424
1.975246	0.015240
1.975815	0.015052
1.976401	0.014859
1.977005	0.014663
1.977627	0.014462
1.978266	0.014257
1.978925	0.014048
1.979602	0.013835
1.980299	0.013618
1.981015	0.013397
1.981751	0.013172
1.982508	0.012943
1.983284	0.012710
1.984082	0.012473
1.984900	0.012233
1.985739	0.011989
1.986599	0.011743
1.987481	0.011493
1.988384	0.011239
1.989308	0.010984
1.990254	0.010725
1.991222	0.010464
1.992211	0.010201
1.993221	0.009937
1.994252	0.009670
1.995305	0.009402
1.996378	0.009133
1.997471	0.008864
1.998585	0.008593
1.999719	0.008323
2.000872	0.008053
2.002044	0.007783
2.003234	0.007514
2.004443	0.007247
2.005668	0.006981
2.006910	0.006717
2.008167	0.006455
2.009439	0.006195
2.010725	0.005939
2.012023	0.005686
2.013334	0.005437
2.014654	0.005192
2.015984	0.004951
2.017321	0.004715
2.018664	0.004484
2.020012	0.004258
2.021362	0.004038
2.022713	0.003824
2.024063	0.003616
2.025410	0.003414
2.026751	0.003219
2.028084	0.003031
2.029407	0.002850
2.030718	0.002676
2.032014	0.002509
2.033293	0.002350
2.034552	0.002198
2.035790	0.002053
2.037003	0.001915
2.038191	0.001785
2.039351	0.001662
2.040482	0.001546
2.041582	0.001437
2.042651	0.001334
2.043687	0.001238
2.044689	0.001149
2.045658	0.001065
2.046593	0.000987
2.047493	0.000914
2.048360	0.000846
2.049193	0.000784
2.049993	0.000726
2.050761	0.000672
2.051496	0.000623
2.052200	0.000577
2.052873	0.000534
2.053517	0.000495
2.054130	0.000459
2.054715	0.000426
2.055271	0.000396
2.055798	0.000368
2.056296	0.000342
2.056765	0.000319
2.057202	0.000297
2.057605	0.000277
2.057970	0.000259
2.058292	0.000243
2.058563	0.000228
2.058771	0.000215
2.058901	0.000203
2.058931	0.000193
2.058834	0.000185
2.058572	0.000179
2.058096	0.000176
2.057345	0.000175
2.056240	0.000179
2.054683	0.000188
2.052549	0.000206
2.049672	0.000238
2.045826	0.000292
2.040679	0.000384
2.033717	0.000549
2.024061	0.000856
2.010012	0.001474
1.987499	0.002876
1.941424	0.006983
1.279648	0.085347
0.000002	2.037649
0.000094	2.034346
0.000349	2.029665
0.000750	2.025089
0.001274	2.020688
0.001896	2.016495
0.002594	2.012525
0.003347	2.008781
0.004138	2.005262
0.004952	2.001963
0.005775	1.998875
0.006598	1.995991
0.007412	1.993302
0.008209	1.990797
0.008984	1.988467
0.009734	1.986303
0.010455	1.984294
0.011144	1.982431
0.011800	1.980707
0.012423	1.979112
0.013011	1.977639
0.013565	1.976280
0.014086	1.975027
0.014573	1.973875
0.015027	1.972817
0.015450	1.971846
0.015842	1.970958
0.016205	1.970147
0.016539	1.969408
0.016847	1.968737
0.017128	1.968128
0.017385	1.967580
0.017618	1.967086
0.017829	1.966645
0.018018	1.966252
0.018188	1.965906
0.018339	1.965601
0.018472	1.965338
0.018588	1.965112
0.018688	1.964921
0.018773	1.964764
0.018844	1.964638
0.018901	1.964542
0.018946	1.964473
0.018979	1.964431
0.019001	1.964414
0.019013	1.964420
0.019014	1.964448
0.019006	1.964498
0.018989	1.964568
0.018964	1.964656
0.018931	1.964763
0.018890	1.964888
0.018842	1.965030
0.018788	1.965187
0.018727	1.965360
0.018659	1.965548
0.018586	1.965751
0.018508	1.965968
0.018423	1.966199
0.018334	1.966444
0.018240	1.966702
0.018140	1.966973
0.018036	1.967257
0.017928	1.967554
0.017815	1.967864
0.017697	1.968186
0.017576	1.968522
0.017449	1.968871
0.017319	1.969232
0.017185	1.969607
0.017046	1.969995
0.016904	1.970396
0.016757	1.970812
0.016606	1.971241
0.016451	1.971684
0.016292	1.972142
0.016129	1.972614
0.015962	1.973102
0.015791	1.973605
0.015615	1.974124
0.015436	1.974658
0.015252	1.975210
0.015064	1.975777
0.014872	1.976363
0.014676	1.976965
0.014475	1.977586
0.014271	1.978224
0.014062	1.978882
0.013849	1.979558
0.013632	1.980253
0.013411	1.980968
0.013186	1.981703
0.012958	1.982458
0.012725	1.983233
0.012489	1.984029
0.012249	1.984846
0.012005	1.985684
0.011759	1.986543
0.011509	1.987423
0.011256	1.988325
0.011000	1.989248
0.010742	1.990192
0.010481	1.991158
0.010219	1.992146
0.009954	1.993155
0.009687	1.994185
0.009420	1.995236
0.009151	1.996307
0.008881	1.997400
0.008611	1.998512
0.008341	1.999645
0.008070	2.000797
0.007801	2.001967
0.007532	2.003157
0.007264	2.004364
0.006998	2.005588
0.006734	2.006829
0.006472	2.008085
0.006212	2.009356
0.005956	2.010641
0.005702	2.011939
0.005453	2.013248
0.005208	2.014568
0.004966	2.015897
0.004730	2.017234
0.004499	2.018577
0.004272	2.019924
0.004052	2.021274
0.003837	2.022625
0.003629	2.023975
0.003427	2.025322
0.003232	2.026664
0.003043	2.027998
0.002861	2.029322
0.002687	2.030633
0.002520	2.031930
0.002360	2.033210
0.002207	2.034471
0.002062	2.035710
0.001924	2.036925
